"Titre,Créateur,Sujet,Editeur,Type,Format,Identifiant,Source,Langue,Résumé,""Date de disponibilité"",""Date de publication"",""Importance matérielle"",""Couverture spatiale"",""Couverture temporelle"",Licence,""P35 has identified"",""P70 documents"",""P4 has time-span"",""P14 carried out by"",""P1 is identified by"",""P2 has type"""																																
"Surzur (56). 22 rue des Farfadets. Rapport de diagnostic.,""http://www.viaf.org/viaf/42148812646245211018 Gâche, David"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives,,,056248,,,Les résultats sont indigents et consistent en trois tronçons de fossé. L’un d’eux se situe dans le prolongement d’un autre fossé découvert lors du diagnostic de « Kerbihan » (2015) localisé à environ 70 m à l’ouest. Ce tracé pourrait être associé à la voie antique en tant que fossé bordier.,Disponible,2023,1 vol. (42 p.) : ill. en coul. "	" 30 cm | 4.8 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6454344 Surzur,https://ark.frantiq.fr/ark:/26678/pcrtH5r3FYBpwe Haut-Empire romain,,,https://ark.frantiq.fr/ark:/26678/pcrtQGfFuLHbFW fossé bordier,28 février au 2 mars 2023,""http://www.viaf.org/viaf/42148812646245211018 Gâche, David"",RAP04300,diagnostic préventif"																															
"Rosporden (29). Villeneuve Cadol-Coat Canton. Rapport de Diagnostic.,""Le Gall, Valérie"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives,,,056199,,,""L’étude du mobilier céramique révèle la présence d’artéfacts datés de l’âge du Bronze. Cependant aucune structure de cette période n’a été découverte au cours de l’opération. L’occupation principale mise en évidence au cours de ce diagnostic correspond à un enclos fossoyé partiellement découvert en limite sud de l’opération, le site se développant en dehors de l’emprise prescrite. La découverte de scories dans le comblement d’un des fossés nous révèle la présence d’une activité artisanale liée au travail du fer. Le mobilier céramique découvert dans ce secteur situe l’occupation entre la fin de la période de l’âge du Fer et la période antique."",Disponible,2023,1 vol. (80 p.) : ill. en coul. "	" 30 cm | 18.8 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6431039 Rosporden,,,,,19/09/2022 au 12/10/2022,""Le Gall, Valérie"",RAP04301,diagnostic préventif"																															
"Saint-Uniac (35). Lezenach. Rapport de diagnostic,""http://www.viaf.org/viaf/42148812646245211018 Gâche, David"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives,,,056220,,,""Les vestiges les plus remarquables sont constitués d’un enclos ovalaire (partiellement compris dans l’emprise du diagnostic) associé à au moins deux souterrains. Enfin, deux sépultures secondaires à crémation ont été découvertes et fouillées à quelques dizaines de mètres de l’enclos."",Disponible,2023,1 vol. (104 p.) : ill. en coul. "	" 30 cm | 22.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6432869 Saint-Uniac,https://ark.frantiq.fr/ark:/26678/pcrtS9zS3EMQiR premier âge du fer | https://ark.frantiq.fr/ark:/26678/pcrtxVmyWBbIQq second âge du fer,,35 320 0003,https://ark.frantiq.fr/ark:/26678/pcrtt5JlTMM6i9 urne cinéraire | https://ark.frantiq.fr/ark:/26678/pcrtSxe2PZMWR8 habitation | https://ark.frantiq.fr/ark:/26678/pcrt9gfvI45Kcj enclos circulaire | https://ark.frantiq.fr/ark:/26678/crtgYImO4KP6a sépulture à crémation,08 au 16 novembre 2022,""http://www.viaf.org/viaf/42148812646245211018 Gâche, David"",RAP04297,diagnostic préventif"																															
"Plougastel-Daoulas (29). Rapport de prospection diachronique.,""Merceron, Laure"",,Conseil Départemental du Finistère. Service départemental de l’Archéologie,,,056106,,,""Ces prospections diachroniques et systématiques sur l’ensemble des sections cadastrales de la commune de Plougastel-Daoulas ont pour buts : de compléter la carte archéologique nationale, d’enregistrer de potentiels abris sous roche afin de poursuivre l’inventaire auquel le CFRA avait déjà contribué dans le cadre du programme « Tous aux Abris » dirigé par Grégor Marchand et de Nicolas Naudinot (CNRS-CEPAM UMR 7264 Nice UMR 6566 CReAAH),d’établir un état des lieux des sites déjà répertoriés en exploitant la Carte Archéologique Nationale et les publications anciennes."",Disponible,2023,1 vol. (84 p.) "	 ill. en coul. 	" 30 cm | 8.7 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6431000 Plougastel-Daoulas,https://ark.frantiq.fr/ark:/26678/pcrtFS9v4PxyYL Paléolithique | https://ark.frantiq.fr/ark:/26678/pcrtNs85SfBRuH Mésolithique | https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique | https://ark.frantiq.fr/ark:/26678/pcrtxT02uJOogm Antiquité,,,https://ark.frantiq.fr/ark:/26678/pcrtbfqVEeganP industrie lithique | https://ark.frantiq.fr/ark:/26678/crt9ey83pmtqt objet en terre cuite,2022,""Merceron, Laure"",RAP04282,prospection diachronique"																														
"Leuhan (29). Tumulus de Saint-Bélec. Rapport de fouilles programmées 2022.,""http://www.viaf.org/viaf/91146822110707380727 Nicolas, Clément | http://www.viaf.org/viaf/58608823 Pailler, Yvan"",,https://www.idref.fr/026403021 Université de Bretagne Occidentale,,,056144,,,""Connu pour avoir livré en 1900 une dalle gravée en schiste, récemment interprétée comme une carte, le tumulus de Saint-Bélec à Leuhan (Finistère) a fait l’objet d’une nouvelle campagne de fouilles à l’automne 2022. L’objet de cette campagne était de s’assurer qu’il s’agissait du bon monument et surtout de mieux comprendre son histoire et celle de la dalle gravée."",Disponible,2023,1 vol. (129 p.) : ill. coul. "	" 30 cm | 9.7 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6453926 Leuhan,https://ark.frantiq.fr/ark:/26678/pcrtGTWPtWn8qu âge du bronze,,29 125 0010,https://ark.frantiq.fr/ark:/26678/pcrtjt6fT6tah9 tumulus | https://ark.frantiq.fr/ark:/26678/pcrt158gq216d6 pierre gravée,19/09/2022 au 21/10/2022,""http://www.viaf.org/viaf/91146822110707380727 Nicolas, Clément"",RAP04292,fouille programmée"																															
"Trémuson (22). La Ville Hamonet : une ferme gauloise des Ve et IVe s avant notre ère. Rapport de fouille,""Baillieu, Claire"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,055951,,,""L’opération archéologique n’a concerné qu’une partie de l’enclos, un quart environ. Cet enclos est celui d’une ferme dont l’occupation couvre la première moitié du second âge du Fer.La fouille a aussi permis de mettre au jour une modeste occupation domestique datée de la transition bas Moyen Âge/Époque moderne qui se développe à l’intérieur d’un petit enclos."",En attente de validation par la CTRA,2023,1 vol. (276 p.) : ill. coul. "	 30 cm | 22.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429189 Trémuson,https://ark.frantiq.fr/ark:/26678/pcrtxVmyWBbIQq second âge du fer | https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,,22 372 0007	" 22 372 0023,https://ark.frantiq.fr/ark:/26678/pcrtNU9yWjKe6U souterrain | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrtbAJrlqK7Lc terre cuite architecturale | https://ark.frantiq.fr/ark:/26678/pcrt21NHh41vsK cellier | https://ark.frantiq.fr/ark:/26678/pcrt8N9y3ZL4Lh ferme | https://ark.frantiq.fr/ark:/26678/pcrtVnWeKqGpcj habitat rural,3 mai au 11 juin 2021,""Baillieu, Claire"",RAP04294,diagnostic préventif"																														
"En remontant le fleuve - Paysage et sociètés du Blavet préhistorique . PCR. Rapport d'opération programmé 2022.,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",,Conseil départemental du Morbihan,,,056148,,,""La problématique principale du projet concerne la dynamique d’occupation de ce territoire au cours de la Préhistoire, en étudiant l’évolution des stratégies d’implantation et d’exploitation des ressources par les chasseurs-collecteurs, puis les premiers agriculteurs. Afin de répondre au mieux à cette problématique principale, cinq axes de travail ont été définis. Cette approche qualifiée de pluridisciplinaire, dans la perspective d’une analyse systémique, paraît la plus amène de faire progresser nos connaissance de ce secteur géographique."",Disponible,2023,1 vol. (450 p.) : ill. coul. "	" 30 cm | 40.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,https://ark.frantiq.fr/ark:/26678/pcrtVgXMuQrnxx Paléolithique inférieur | https://ark.frantiq.fr/ark:/26678/pcrtNcvU9Ed8ln Épipaléolithique | https://ark.frantiq.fr/ark:/26678/pcrtNs85SfBRuH Mésolithique | https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique,,,https://ark.frantiq.fr/ark:/26678/pcrtbfqVEeganP industrie lithique | https://ark.frantiq.fr/ark:/26678/pcrtZo2oV1xEn0 hache polie | https://ark.frantiq.fr/ark:/26678/pcrtRrjLKroLLU nucleus,2022,""http://www.viaf.org/viaf/1200159234717103372444 Crowch, Aurélie"",RAP04293,programme collectif de recherche"																															
"Carhaix-Plouguer (29). 7 bis rue Guy Ropartz,""http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,056228,,,""Les résultats sont modestes puisqu’un seul fossé curviligne et une fosse subcirculaire sont les deux seules structures vraiment évidentes. Faute de mobilier caractéristique, il faut seulement noter la divergence d’orientation entre le fossé et les axes habituels de la trame urbaine antique."",Disponible,2023,1 vol. (44 p.) : ill. en coul. "	" 30 cm | 4.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6448052 Carhaix-Plouguer,,,,,9 et 10 janvier 2023,""http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan"",RAP04310,diagnostic préventif"																															
"Roscanvel (29). Fort de la Fraternité, four à boulets. Rapport de fouille programmeé 2022.,""Louessard, Ronan"",,Association 1846,,,056155,,,""Le four à rougir les boulets du fort de la Fraternité appartient à un type de fourneau mis au point par le général Meusnier à la fin du XVIIIe siècle. Il se caractérise cependant du peu de fours subsistant par l’utilisation poussée du métal dans son architecture, notamment dans un rôle structurel. L’état de délabrement du four a paradoxalement facilité la compréhension de sa mise en oeuvre et de son fonctionnement. Cette opération archéologique et a été suivie d’une consolidation rapide de ses vestiges et d’une restauration en vue d’une mise en valeur du site. Le four à boulets du fort de la Fraternité à Roscanvel vient ainsi s’ajouter à la petite dizaine de fours à boulets connus en France, à comparer aux dizaines de ces édifices qui ont été bâtis sur ses côtes pendant un temps très court, essentiellement durant la Révolution."",En attente de validation par la CTRA,2023,1 vol. (55 p.) : ill. coul. "	" 30 cm | 5.5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6431036 Roscanvel,https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,,29 238 0015,https://ark.frantiq.fr/ark:/26678/pcrtIqEHwJLuq0 four | https://ark.frantiq.fr/ark:/26678/pcrthQ6kKk5A8g boulet | https://ark.frantiq.fr/ark:/26678/pcrtaGFcSzXQ5x fortification,19-23 septembre 2022,""Louessard, Ronan"",RAP04296,fouille programmée"																															
"Sarzeau (56). Château de Suscinio, logis nord. Rapport de fouille programmée 2022.,""http://www.viaf.org/viaf/508159234258103371010 Vincent, Karine"",,Conseil départemental du Morbihan,,,056186,,,""Le principal apport de cette opération reste d’avoir confirmé le plan du logis Nord dans son premier état, avec la surprise d’identifier une nouvelle salle en rez-de-chaussée. Cette cave, pouvant faire office de bouteillerie, complète ainsi la topographie domestique d’un vaste logis pourvu de toutes les marques du palais. En second lieu, les données relatives au programme de construction des Montfort - Jean IV puis Jean V - sont encore une fois la preuve des travaux conséquents menés par ces deux bâtisseurs sur cette résidence ducale."",Disponible,2023,1 vol. (105 p.) : ill. coul. "	" 30 cm | 65 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437396 Sarzeau,https://ark.frantiq.fr/ark:/26678/pcrtAjWBVFSefH Moyen Âge classique | https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,,,https://ark.frantiq.fr/ark:/26678/pcrt8AQJzm2L6E château-fort | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrtf8SaMYKckm objet en métal | https://ark.frantiq.fr/ark:/26678/pcrt4GqimUgoOq verre | https://ark.frantiq.fr/ark:/26678/pcrtaDZQlTT0S8 monnaie,7/06/2022 au 01/07/2022 et 05/09/2022 eu 23/09/2022,""http://www.viaf.org/viaf/508159234258103371010 Vincent, Karine"",RAP04311,fouille programmée"																															
"Rapport annuel de prospection inventaire : CERAPAR 2022.,""http://www.viaf.org/viaf/283458927 Corre, André"",,Centre de Recherches Archéologiques du Pays de Rennes  (CERAPAR),,,056154,,,,Disponible,2023,1 vol. (280 p.) : ill. coul. "	" 30 cm | 72 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine,https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique | https://ark.frantiq.fr/ark:/26678/pcrtWSbu1fKhxG antiquités | https://ark.frantiq.fr/ark:/26678/pcrtAQyKm9qosx époque médiévale,,,https://ark.frantiq.fr/ark:/26678/pcrtMePS40Tj2W motte castrale | https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32 enclos | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrtbAJrlqK7Lc terre cuite architecturale | https://ark.frantiq.fr/ark:/26678/pcrt8AQJzm2L6E château-fort | https://ark.frantiq.fr/ark:/26678/pcrtRV7RNMN07n ferrier | https://ark.frantiq.fr/ark:/26678/pcrtjt6fT6tah9 tumulus | https://ark.frantiq.fr/ark:/26678/pcrtjMFrjr1utW monument mégalithique,2022,""http://www.viaf.org/viaf/283458927 Corre, André"",RAP04309,prospection diachronique"																															
"Lauzac'h (56). La Haie : ensemble funéraire protohistorique et occupations rurales de l'âge du Fer et antique. Rapport de diagnostic,""Escats, Yoann"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives,,,056219,,,""L’indice le plus ancien correspond à un groupe de cinq sépultures à inhumation. Une d’entre elles a été datée du Chalcolithique. Un ensemble de fossés a été mis en évidence  ainsi que deux systèmes d’enclos remontant vraisemblablement au second âgedu Fer. Dans le même secteur de l’enclos protohistorique on assiste ensuite à une nouvelle occupation, matérialisée par une proportion assez importante de mobilier gallo-romain."",Disponible,2023,1 vol. (135 p.) : ill. coul. "	 30 cm | 22.2 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437289 Lauzach,https://ark.frantiq.fr/ark:/26678/pcrtU9wwh3D5FE Bronze ancien | https://ark.frantiq.fr/ark:/26678/pcrtxVmyWBbIQq second âge du fer | https://ark.frantiq.fr/ark:/26678/pcrtH5r3FYBpwe Haut-Empire romain | https://ark.frantiq.fr/ark:/26678/pcrtOA7J729U5c haut Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrt6v7rFwj0do Chalcolithique,,56 109 0003	561 090 003	"  561090005,https://ark.frantiq.fr/ark:/26678/pcrtSxe2PZMWR8 habitation | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrtbAJrlqK7Lc terre cuite architecturale | https://ark.frantiq.fr/ark:/26678/pcrt4GqimUgoOq verre | https://ark.frantiq.fr/ark:/26678/pcrtf8SaMYKckm objet en métal | https://ark.frantiq.fr/ark:/26678/pcrt8p3mfhtf65 sépulture à inhumation | https://ark.frantiq.fr/ark:/26678/pcrt8N9y3ZL4Lh ferme,08 novembre au 13 décembre 2022,""Escats, Yoann"",RAP04304,diagnostic préventif"																													
"Plomelin (29). Kergreis. La villa du Pérennou. Rapport de fouille programmée 2022.,""http://www.viaf.org/viaf/194705483 Arramond, Jean-Charles"",,https://www.idref.fr/031435238 Bretagne. Service régional de l'archéologie | Conseil Départemental du Finistère. Service départemental de l’Archéologie,,,056176,,,,Disponible,2022,1 vol. (171 p.) : ill. en coul. "	" 30 cm | 12.1 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6430985 Plomelin,https://ark.frantiq.fr/ark:/26678/pcrtS9zS3EMQiR premier âge du fer | https://ark.frantiq.fr/ark:/26678/pcrtxVmyWBbIQq second âge du fer | https://ark.frantiq.fr/ark:/26678/pcrtWSbu1fKhxG antiquités | https://ark.frantiq.fr/ark:/26678/pcrtAQyKm9qosx époque médiévale | https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique,,,https://ark.frantiq.fr/ark:/26678/pcrtLEIWWX4Z3O villa | https://ark.frantiq.fr/ark:/26678/pcrt9gfvI45Kcj enclos circulaire | https://ark.frantiq.fr/ark:/26678/pcrtVnWeKqGpcj habitat rural | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrtZo2oV1xEn0 hache polie | https://ark.frantiq.fr/ark:/26678/pcrtllf5h2mEWg atelier métallurgique | https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9 foyer | https://ark.frantiq.fr/ark:/26678/pcrtB8TJ1UZKdW creuset | https://ark.frantiq.fr/ark:/26678/pcrtYhYMiLwDUr temple,23 mai au 24 juin 2022,""http://www.viaf.org/viaf/194705483 Arramond, Jean-Charles"",RAP04299,fouille programmée"																															
"La Chapelle-des-Fougeretz (35). Le Haut Plessis. Rapport de diagnostic,""http://www.viaf.org/viaf/36061111 Millet, Marie"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,056107,,,L’opération réalisée au manoir du Haut Plessis sur la commune de La Chapelle-des-Fougeretz a permis de faire une étude du bâti sur un logis-porche construit en pan de bois.,Disponible,2023,1 vol. (196 p.) : ill. coul. "	" 30 cm | 20.7 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3012849 Ille-et-Vilaine | http://www.geonames.org/6456845 La Chapelle-des-Fougeretz,https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,,,https://ark.frantiq.fr/ark:/26678/pcrtP1l7JMuKs6 manoir | https://ark.frantiq.fr/ark:/26678/pcrtcJFj5LxGDG pan de bois | https://ark.frantiq.fr/ark:/26678/pcrttiIzxZEiqB charpente | https://ark.frantiq.fr/ark:/26678/pcrtelsaPcm6iS logis | https://ark.frantiq.fr/ark:/26678/pcrt3EJjtWAVjc porche,28/03 au 05/04/2022,""http://www.viaf.org/viaf/36061111 Millet, Marie"",RAP04307,diagnostic préventif"																															
"Corpus des signes gravés néolithiques. Programme Collectif de Recherche 2022.,""http://www.viaf.org/viaf/37041727 Cassen, Serge"",,Laboratoire de recherche en archéologie et architectures,,,056152,,,,En attente d'autorisation de l'auteur - consultable uniquement au SRA,2023,1 vol. ( 782 p.) : ill. en coul. "	" 30 cm | 62.5 Mo,http://www.geonames.org/3030288 Bretagne,https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique,,,https://ark.frantiq.fr/ark:/26678/pcrtTd6K5orhOr signe gravé | https://ark.frantiq.fr/ark:/26678/pcrt3S7lIydczN mégalithisme,2022,""http://www.viaf.org/viaf/37041727 Cassen, Serge"",RAP04298,programme collectif de recherche"																															
"Carhaix-Plouguer (29).14ter Avenue du Général de Gaulle, parcelle AM.495. Rapport de diagnostic.,""http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,056167,,,""Trois structures ont seulement été mises au jour au niveau du substrat. Les plus évidentes correspondent à deux tronçons de fossés orientés est-ouest apparus dans le sondage oriental. Séparés de 2,60 m, ces creusements présentent un même profil semi-circulaire d’une trentaine de centimètres de profondeur pour des largeurs de 80 cm et 1 m. Les deux sont comblés de terre limoneuse grisâtre contenant des pierres de schiste, des fragments de terre cuite architecturale et quelques coquilles d’huîtres."",Disponible,2023,1 vol. (48 p.) : ill. coul. "	" 30 cm | 5 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6448052 Carhaix-Plouguer,https://ark.frantiq.fr/ark:/26678/pcrtH5r3FYBpwe Haut-Empire romain,,,https://ark.frantiq.fr/ark:/26678/pcrtms2OAv82PY fosse | https://ark.frantiq.fr/ark:/26678/pcrtSjw3kLPdoh fossé parcellaire | https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie,10 janvier 2023,""http://www.viaf.org/viaf/24785044 Le Cloirec, Gaétan"",RAP04314,diagnostic préventif"																															
"La Roche-Maurice (29). Château de Roc'h Morvan. Enceinte Basse. Rapport de fouille programmée 2022.,""Pérennec, Ronan"",,Conseil Départemental du Finistère. Service départemental de l’Archéologie,,,056173,,,""La fouille menée dans la moitié occidentale de l’enceinte basse a permis de faire progresser nos connaissances tant sur le plan et l’organisation interne du château, que sur son évolution chronologique."",Disponible,2023,1 vol. (295 p.) : ill. "	" 30 cm | 92 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6455837 La Roche-Maurice,https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtPSEEZSBEJp époque moderne,,29 237 0002,https://ark.frantiq.fr/ark:/26678/pcrt8AQJzm2L6E château-fort | https://ark.frantiq.fr/ark:/26678/pcrt321qD4sfeM enceinte | https://ark.frantiq.fr/ark:/26678/pcrtelsaPcm6iS logis | https://ark.frantiq.fr/ark:/26678/pcrtRV35MASQWr courtine,18 juillet au 17 août 2022,""Pérennec, Ronan"",RAP04308,fouille programmée"																															
"Prospection - inventaire nord de la haute-bretagne : arrondissements de Dinan (22), Saint-Brieuc (22), Guingamp (22), Rennes (35), Fougères (35), Saint-Malo (35). Region Bretagne 2022,""http://www.viaf.org/viaf/24828106 Bizien-Jaglin, Catherine"",,https://www.idref.fr/026475979 Centre régional d'archéologie d'Alet,,,056184,,,,Disponible,2023,""4 vol. (72, 147 , 140, 154 p.) : ill. coul. "	" 30 cm | 10, 32.5,32.3, 33 Mo"",http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/3012849 Ille-et-Vilaine,,,56 024 0018,https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32 enclos,2022,""http://www.viaf.org/viaf/24828106 Bizien-Jaglin, Catherine"",RAP04303,prospection diachronique"																															
"Vildé-Guingalan (22). Rue du stade, le Grand Clos.,""Le Forestier, Solenn"",,https://www.idref.fr/069185719 Institut national de recherches archéologiques préventives (France),,,056234,,,""L’opération a permis de confirmer la présence de ces vestiges et mettre au jour très longue occupation, de la Préhistoire à nos jours."",Disponible,2023,1 vol. (82 p.) : ill. coul. "	" 30 cm | 7.3 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6429198 Vildé-Guingalan,https://ark.frantiq.fr/ark:/26678/pcrt9U8BH9pVRu Paléolithique supérieur | https://ark.frantiq.fr/ark:/26678/pcrtczbrBj5aJv Epipaléolithique et Mésolithique | https://ark.frantiq.fr/ark:/26678/pcrtxT02uJOogm Antiquité | https://ark.frantiq.fr/ark:/26678/pcrtOA7J729U5c haut Moyen Âge,,,https://ark.frantiq.fr/ark:/26678/pcrtQGfFuLHbFW fossé bordier | https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32 enclos | https://ark.frantiq.fr/ark:/26678/pcrtbptj4SOA1W habitat | https://ark.frantiq.fr/ark:/26678/pcrtSjw3kLPdoh fossé parcellaire | https://ark.frantiq.fr/ark:/26678/pcrtbfqVEeganP industrie lithique,16/01 au 19/01/2023,""Le Forestier, Solenn"",RAP04312,diagnostic préventif"																															
"Deuxième campagne de fouille programmée sur le site multi-périodes de Porz Ar Puñs, île de Béniguet (Le Conquet, Finistère),""http://www.viaf.org/viaf/58608823 Pailler, Yvan | http://www.viaf.org/viaf/91146822110707380727 Nicolas, Clément"",,https://www.idref.fr/026403021 Université de Bretagne Occidentale,,,056185,,,""En 2022, nous avons donc élargi la tranchée 1 de manière à disposer d’une fenêtre permettant d’observer spatialement les faits archéologiques repérés. Dans les niveaux supérieurs, ce sont des vestiges de la période contemporaine et de la fin du Moyen Âge qui ont pu être documentés. Sous l’épaisse couche de sable blanc quasi-stérile (US H4), nous avons atteint les couches attribuables au Bronze ancien (US X0 et X1) dont nous avons entamé la fouille. La découverte de structures empierrées (murets, dallage et un trou de piquet) laisse penser que le site ne correspond pas seulement à un lieu de dépotoir mais que des structures d’habitation sont toutes proches. De même, la reconnaissance de stries perpendiculaires pourrait indiquer une mise en culture du secteur dès le Bronze ancien."",Disponible,2023,1 vol. (238 p.) : ill. "	" 30 cm | 15.6 Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3018471 Finistère | http://www.geonames.org/6456819 Le Conquet,https://ark.frantiq.fr/ark:/26678/pcrtkWqzTusoxz bas Moyen Âge | https://ark.frantiq.fr/ark:/26678/pcrtU9wwh3D5FE Bronze ancien,,29 040 0008,https://ark.frantiq.fr/ark:/26678/pcrtr3hwptzwvv poterie | https://ark.frantiq.fr/ark:/26678/pcrt5QORNkTKcN céramique campaniforme | https://ark.frantiq.fr/ark:/26678/pcrtJN6FXXq1SP muret | https://ark.frantiq.fr/ark:/26678/pcrtqGEHFEakqA dallage | https://ark.frantiq.fr/ark:/26678/pcrtFnKonRZjWY trou de poteau | https://ark.frantiq.fr/ark:/26678/pcrteJiI6BxaFN dépotoir,01/08/2022 au 26/08/2022,""http://www.viaf.org/viaf/58608823 Pailler, Yvan"",RAP04325,fouille programmée"																															
